,FECHA_DOC,CANT,MARGEN_UNITARIO_CALCULADO
724,2022-06-23,1,2147.66
725,2022-06-23,1,701.36
726,2022-06-24,6,793.94
727,2022-06-24,4,425.58
728,2022-06-24,2,1382.96
729,2022-06-24,2,1113.07
730,2022-06-24,10,230.81
731,2022-06-24,3,252.65
732,2022-06-27,10,560.22
733,2022-06-27,10,612.63
734,2022-06-27,2,558.32
735,2022-06-27,1,475.41
736,2022-06-28,1,743.41
737,2022-06-28,2,500.84
738,2022-06-28,2,604.37
739,2022-06-28,9,426.74
740,2022-06-28,6,538.34
741,2022-06-28,3,2075.39
742,2022-06-28,2,1360.85
743,2022-06-29,1,338.23
744,2022-06-29,1,550.77
745,2022-06-29,1,408.3
746,2022-06-29,100,351.36
747,2022-06-29,5,3986.11
748,2022-06-30,4,511.65
749,2022-06-30,5,525.02
750,2022-06-30,6,527.06
751,2022-06-30,2,971.97
752,2022-06-30,1,1556.5
753,2022-06-30,1,1534.45
754,2022-06-30,6,434.93
755,2022-06-30,4,550.21
756,2022-06-30,1,819.98
757,2022-06-30,1,789.87
758,2022-06-30,4,1061.27
759,2022-06-30,1,255.2
760,2022-06-30,3,343.7
761,2022-06-30,3,735.56
762,2022-06-30,1,395.73
763,2022-07-04,7,2280.13
764,2022-07-04,1,388.64
765,2022-07-04,2,247.67
766,2022-07-04,2,1260.79
767,2022-07-04,1,591.0
768,2022-07-04,1,260.68
769,2022-07-05,3,570.65
770,2022-07-06,1,471.8
771,2022-07-06,1,819.98
772,2022-07-06,2,376.86
773,2022-07-06,2,583.25
774,2022-07-06,2,584.16
775,2022-07-06,2,629.01
776,2022-07-06,1,365.79
777,2022-07-06,1,391.48
778,2022-07-06,1,294.5
779,2022-07-06,1,583.24
780,2022-07-07,10,107.97
781,2022-07-07,20,221.95
782,2022-07-07,15,221.95
783,2022-07-07,1,711.4
784,2022-07-07,2,1333.66
785,2022-07-07,6,684.41
786,2022-07-07,1,888.98
787,2022-07-08,4,746.26
788,2022-07-08,1,429.89
789,2022-07-08,1,569.47
790,2022-07-11,1,365.89
791,2022-07-11,6,448.91
792,2022-07-11,1,876.72
793,2022-07-11,2,593.01
794,2022-07-12,2,1013.64
795,2022-07-12,3,472.29
796,2022-07-12,5,776.8
797,2022-07-12,8,990.19
798,2022-07-12,1,819.98
799,2022-07-12,54,475.65
800,2022-07-12,27,473.75
801,2022-07-12,3,549.73
802,2022-07-12,3,409.03
803,2022-07-13,3,428.1
804,2022-07-13,1,470.89
805,2022-07-13,1,775.35
806,2022-07-13,4,526.15
807,2022-07-15,1,228.13
808,2022-07-15,2,4583.6
809,2022-07-15,3,641.66
810,2022-07-15,1,96.21
811,2022-07-15,3,636.54
812,2022-07-18,4,1849.87
813,2022-07-18,5,435.75
814,2022-07-18,4,773.07
815,2022-07-18,2,828.67
816,2022-07-18,10,552.4
817,2022-07-18,11,1167.63
818,2022-07-18,1,293.2
819,2022-07-19,1,1925.0
820,2022-07-20,1,217.51
821,2022-07-20,2,263.85
822,2022-07-20,1,810.55
823,2022-07-21,1,3650.1
824,2022-07-21,4,251.75
825,2022-07-21,4,409.09
826,2022-07-21,4,1161.96
827,2022-07-21,4,559.57
828,2022-07-21,1,2550.69
829,2022-07-21,2,2609.79
830,2022-07-21,1,2604.26
831,2022-07-21,1,2935.68
832,2022-07-21,30,869.51
833,2022-07-21,3,3461.46
834,2022-07-21,1,601.29
835,2022-07-21,2,780.01
836,2022-07-21,2,1901.85
837,2022-07-21,4,2859.72
838,2022-07-21,4,2496.29
839,2022-07-21,5,1846.89
840,2022-07-22,2,87.43
841,2022-07-22,21,651.89
842,2022-07-22,1,20088.3
843,2022-07-22,4,636.74
844,2022-07-22,1,395.44
845,2022-07-22,1,497.96
846,2022-07-22,1,395.44
847,2022-07-22,1,497.96
848,2022-07-22,6,449.8
849,2022-07-25,2,242.0
850,2022-07-26,2,2257.01
851,2022-07-26,1,13722.5
852,2022-07-26,12,492.0
853,2022-07-26,10,552.4
854,2022-07-27,1,2295.74
855,2022-07-27,10,114.67
856,2022-07-28,4,922.09
857,2022-07-28,5,361.58
858,2022-07-28,5,398.08
859,2022-07-28,1,1130.44
860,2022-07-29,5,745.53
861,2022-07-29,1,3931.14
862,2022-07-29,1,1171.82
863,2022-07-29,2,830.77
864,2022-07-29,2,658.2
865,2022-07-29,2,584.91
866,2022-07-29,1,17147.72
867,2022-07-29,1,420.69
868,2022-07-29,10,735.07
869,2022-07-29,6,610.84
870,2022-07-29,6,403.62
871,2022-07-29,6,652.12
872,2022-07-29,6,672.74
873,2022-07-29,10,380.26
874,2022-07-29,6,284.33
875,2022-07-29,16,1448.5
876,2022-07-29,3,733.34
877,2022-08-01,5,340.6
878,2022-08-01,5,255.2
879,2022-08-02,7,1007.39
880,2022-08-03,3,637.85
881,2022-08-03,1,879.73
882,2022-08-04,10,110.55
883,2022-08-08,5,82.21
884,2022-08-08,2,90.63
885,2022-08-08,3,140.51
886,2022-08-08,3,351.8
887,2022-08-08,4,579.22
888,2022-08-08,30,1183.82
889,2022-08-08,4,601.86
890,2022-08-08,20,1185.09
891,2022-08-08,4,2209.02
892,2022-08-08,2,92.18
893,2022-08-09,4,779.79
894,2022-08-09,1,696.45
895,2022-08-10,4,2021.48
896,2022-08-10,1,838.03
897,2022-08-10,4,637.85
898,2022-08-10,3,1328.67
899,2022-08-10,2,806.51
900,2022-08-10,4,321.9
901,2022-08-10,1,603.56
902,2022-08-10,1,4025.49
903,2022-08-10,2,1607.1
904,2022-08-10,12,747.53
905,2022-08-11,2,352.63
906,2022-08-11,1,3129.95
907,2022-08-11,30,869.29
908,2022-08-11,1,1246.99
909,2022-08-11,1,410.58
910,2022-08-11,1,82.63
911,2022-08-12,5,339.23
912,2022-08-12,4,274.62
913,2022-08-12,1,630.06
914,2022-08-12,2,1124.13
915,2022-08-12,1,1373.07
916,2022-08-15,1,1808.76
917,2022-08-15,15,648.85
918,2022-08-15,4,1376.66
919,2022-08-15,3,1159.89
920,2022-08-15,3,1068.27
921,2022-08-16,1,674.55
922,2022-08-16,21,651.89
923,2022-08-16,2,-0.81
924,2022-08-16,2,696.79
925,2022-08-17,1,91.36
926,2022-08-17,1,71.8
927,2022-08-17,2,1470.53
928,2022-08-17,3,2481.59
929,2022-08-17,4,672.72
930,2022-08-17,1,1034.55
931,2022-08-18,1,22503.48
932,2022-08-18,1,457.76
933,2022-08-18,1,637.73
934,2022-08-19,3,514.18
935,2022-08-19,6,581.39
936,2022-08-19,3,576.26
937,2022-08-19,1,76.35
938,2022-08-19,3,755.38
939,2022-08-19,1,468.12
940,2022-08-19,1,76.8
941,2022-08-19,1,92.05
942,2022-08-22,1,-5538.7
943,2022-08-22,2,707.65
944,2022-08-22,2,742.22
945,2022-08-22,1,630.06
946,2022-08-23,20,749.05
947,2022-08-23,6,1719.79
948,2022-08-23,3,1808.13
949,2022-08-23,10,118.2
950,2022-08-23,3,570.32
951,2022-08-23,3,568.9
952,2022-08-23,7,395.76
953,2022-08-23,1,552.8
954,2022-08-23,8,548.63
955,2022-08-23,1,167.59
956,2022-08-24,1,424.0
957,2022-08-24,5,1217.43
958,2022-08-24,1,1214.74
959,2022-08-25,2,586.29
960,2022-08-25,2,15869.18
961,2022-08-26,3,590.05
962,2022-08-26,1,9700.0
963,2022-08-26,1,429.96
964,2022-08-26,2,1056.07
965,2022-08-29,2,1123.22
966,2022-08-29,10,207.17
967,2022-08-29,2,1613.62
968,2022-08-29,1,1987.58
969,2022-08-29,2,1604.22
970,2022-08-29,2,209.0
971,2022-08-30,4,1013.56
972,2022-08-31,2,541.58
973,2022-08-31,5,2151.1
974,2022-08-31,12,654.54
975,2022-08-31,15,988.78
976,2022-08-31,20,1160.86
977,2022-08-31,20,781.27
978,2022-08-31,20,238.48
979,2022-08-31,4,1880.1
980,2022-08-31,2,399.19
981,2022-08-31,1,973.25
982,2022-08-31,1,815.49
983,2022-08-31,1,255.78
984,2022-09-02,10,301.59
985,2022-09-02,1,552.9
986,2022-09-02,1,2234.2
987,2022-09-02,1,146.35
988,2022-09-02,1,1328.51
989,2022-09-05,3,471.8
990,2022-09-05,12,504.42
991,2022-09-05,10,637.4
992,2022-09-05,2,773.68
993,2022-09-06,1,1106.23
994,2022-09-06,1,806.51
995,2022-09-06,1,2047.87
996,2022-09-06,4,1396.21
997,2022-09-07,20,496.35
998,2022-09-07,1,553.76
999,2022-09-07,8,626.39
1000,2022-09-07,1,455.09
1001,2022-09-08,3,1720.25
1002,2022-09-08,2,546.87
1003,2022-09-08,2,-247.91
1004,2022-09-08,2,460.19
1005,2022-09-08,2,552.9
1006,2022-09-08,9,626.56
1007,2022-09-08,1,738.08
1008,2022-09-08,1,542.81
1009,2022-09-08,2,794.65
1010,2022-09-08,1,657.2
1011,2022-09-08,2,833.15
1012,2022-09-08,3,733.34
1013,2022-09-09,20,1143.69
1014,2022-09-09,1,2341.18
1015,2022-09-09,1,340.6
1016,2022-09-09,2,1841.86
1017,2022-09-09,1,641.74
1018,2022-09-12,1,132.0
1019,2022-09-12,10,308.87
1020,2022-09-12,3,1671.96
1021,2022-09-12,4,550.08
1022,2022-09-12,4,621.14
1023,2022-09-12,2,170.08
1024,2022-09-12,2,224.73
1025,2022-09-13,1,269.99
1026,2022-09-13,10,1079.84
1027,2022-09-13,1,209.0
1028,2022-09-14,1,567.59
1029,2022-09-14,10,412.91
1030,2022-09-14,3,630.7
1031,2022-09-14,14,71.35
1032,2022-09-14,6,234.36
1033,2022-09-14,1,868.94
1034,2022-09-14,1,758.67
1035,2022-09-14,1,3832.72
1036,2022-09-14,1,1103.54
1037,2022-09-15,1,1442.78
1038,2022-09-15,2,868.39
1039,2022-09-19,2,-3.92
1040,2022-09-19,2,460.64
1041,2022-09-19,1,773.68
1042,2022-09-19,1,773.68
1043,2022-09-19,2,1230.32
1044,2022-09-19,1,166.51
1045,2022-09-19,1,1764.75
1046,2022-09-20,1,13063.98
1047,2022-09-20,1,76.35
1048,2022-09-20,1,701.47
1049,2022-09-20,1,483.82
1050,2022-09-20,1,702.5
1051,2022-09-20,1,770.35
1052,2022-09-21,3,475.63
1053,2022-09-22,2,1879.8
1054,2022-09-22,3,574.53
1055,2022-09-22,6,561.61
1056,2022-09-22,6,415.68
1057,2022-09-22,1,675.92
1058,2022-09-22,3,612.44
1059,2022-09-22,4,332.4
1060,2022-09-22,2,1937.11
1061,2022-09-22,1,1557.32
1062,2022-09-22,1,1734.63
1063,2022-09-22,1,-30088.77
1064,2022-09-22,1,71.35
1065,2022-09-22,1,189.75
1066,2022-09-23,1,242.0
1067,2022-09-23,1,819.98
1068,2022-09-23,1,819.98
1069,2022-09-23,4,691.28
1070,2022-09-23,4,677.69
1071,2022-09-23,1,929.32
1072,2022-09-23,1,929.32
1073,2022-09-23,1,929.32
1074,2022-09-23,1,929.32
1075,2022-09-23,2,340.6
1076,2022-09-23,18,6036.14
1077,2022-09-23,18,5715.84
1078,2022-09-23,4,76.8
1079,2022-09-26,8,110.73
1080,2022-09-26,2,736.41
1081,2022-09-26,2,797.4
1082,2022-09-26,2,1635.15
1083,2022-09-26,2,1646.01
1084,2022-09-26,1,802.98
1085,2022-09-26,10,460.01
1086,2022-09-26,5,595.75
1087,2022-09-26,3,1487.89
1088,2022-09-26,3,811.3
1089,2022-09-26,3,492.22
1090,2022-09-26,10,2552.09
1091,2022-09-27,4,3991.44
1092,2022-09-27,4,257.4
1093,2022-09-28,30,1186.53
1094,2022-09-29,4,450.89
1095,2022-09-29,2,646.96
1096,2022-09-29,10,0.54
1097,2022-09-29,7,248.86
1098,2022-09-29,30,350.89
1099,2022-09-29,3,92.05
1100,2022-09-30,2,1004.1
1101,2022-09-30,2,11319.56
1102,2022-09-30,10,492.1
1103,2022-09-30,1,1152.44
1104,2022-09-30,4,17147.72
1105,2022-09-30,2,436.59
1106,2022-09-30,2,458.89
1107,2022-09-30,8,2745.08
1108,2022-09-30,1,1042.35
1109,2022-09-30,1,744.23
1110,2022-09-30,2,684.75
1111,2022-09-30,4,205.41
1112,2022-10-04,1,510.0
1113,2022-10-04,1,119.09
1114,2022-10-04,1,191.91
1115,2022-10-04,4,340.6
1116,2022-10-04,1,551.85
1117,2022-10-04,5,369.4
1118,2022-10-04,10,284.36
1119,2022-10-04,1,970.39
1120,2022-10-04,1,3411.77
1121,2022-10-04,2,632.73
1122,2022-10-05,1,242.0
1123,2022-10-05,3,240.26
1124,2022-10-06,2,92.05
1125,2022-10-06,1,2533.27
1126,2022-10-06,4,2021.48
1127,2022-10-07,1,723.44
1128,2022-10-07,4,242.07
1129,2022-10-07,3,1194.66
1130,2022-10-07,2,724.31
1131,2022-10-07,2,604.28
1132,2022-10-07,1,1582.0
1133,2022-10-10,3,972.42
1134,2022-10-10,10,340.6
1135,2022-10-10,6,772.16
1136,2022-10-11,1,-592.5
1137,2022-10-11,1,709.39
1138,2022-10-12,1,586.21
1139,2022-10-12,1,657.83
1140,2022-10-12,10,1155.61
1141,2022-10-12,5,817.91
1142,2022-10-12,4,698.0
1143,2022-10-12,20,1159.79
1144,2022-10-12,3,2412.74
1145,2022-10-12,1,701.47
1146,2022-10-13,6,542.79
1147,2022-10-13,1,628.8
1148,2022-10-14,1,333.55
1149,2022-10-14,6,320.1
1150,2022-10-14,10,314.3
1151,2022-10-14,10,282.23
1152,2022-10-14,10,409.09
1153,2022-10-14,7,569.1
1154,2022-10-14,10,368.73
1155,2022-10-14,10,1563.13
1156,2022-10-17,3,1469.88
1157,2022-10-17,1,614.73
1158,2022-10-17,1,715.7
1159,2022-10-17,1,734.78
1160,2022-10-17,1,548.15
1161,2022-10-18,10,660.66
1162,2022-10-18,10,661.16
1163,2022-10-18,1,780.46
1164,2022-10-18,1,573.18
1165,2022-10-18,3,577.88
1166,2022-10-18,6,1776.08
1167,2022-10-18,1,339.36
1168,2022-10-18,1,1086.66
1169,2022-10-19,6,944.46
1170,2022-10-19,6,919.04
1171,2022-10-19,1,417.16
1172,2022-10-19,2,3268.84
1173,2022-10-19,11,2907.6
1174,2022-10-19,5,589.88
1175,2022-10-19,6,116.32
1176,2022-10-20,1,603.16
1177,2022-10-20,2,603.16
1178,2022-10-20,1,788.81
1179,2022-10-20,1,436.84
1180,2022-10-20,1,591.1
1181,2022-10-20,1,295.85
1182,2022-10-20,2,706.67
1183,2022-10-20,1,748.43
1184,2022-10-21,8,456.04
1185,2022-10-21,5,679.98
1186,2022-10-21,2,2837.38
1187,2022-10-21,3,474.98
1188,2022-10-21,12,968.37
1189,2022-10-21,6,808.9
1190,2022-10-21,10,1094.83
1191,2022-10-24,1,700.24
1192,2022-10-24,1,717.66
1193,2022-10-24,1,701.56
1194,2022-10-24,1,701.29
1195,2022-10-24,1,743.19
1196,2022-10-24,3,1927.78
1197,2022-10-24,1,449.65
1198,2022-10-24,2,1178.99
1199,2022-10-24,1,4841.12
1200,2022-10-24,1,575.62
1201,2022-10-25,1,1115.05
1202,2022-10-25,1,1115.05
1203,2022-10-25,8,1866.28
1204,2022-10-25,4,564.24
1205,2022-10-25,4,593.81
1206,2022-10-25,2,895.27
1207,2022-10-25,4,162.0
1208,2022-10-26,2,76.8
1209,2022-10-26,2,506.58
1210,2022-10-26,2,531.67
1211,2022-10-26,2,361.29
1212,2022-10-26,6,863.39
1213,2022-10-26,1,900.05
1214,2022-10-26,1,456.27
1215,2022-10-26,1,4854.27
1216,2022-10-27,2,426.06
1217,2022-10-27,4,315.84
1218,2022-10-27,4,224.73
1219,2022-10-27,2,279.04
1220,2022-10-27,20,110.73
1221,2022-10-27,1,76.32
1222,2022-10-27,1,2837.38
1223,2022-10-28,1,667.31
1224,2022-10-28,1,757.23
1225,2022-10-28,1,757.23
1226,2022-10-28,4,17147.72
1227,2022-10-28,1,705.41
1228,2022-10-28,2,92.05
1229,2022-10-31,2,553.82
1230,2022-10-31,1,90.3
1231,2022-10-31,2,426.04
1232,2022-10-31,1,347.26
1233,2022-10-31,6,750.25
1234,2022-10-31,4,481.63
1235,2022-10-31,1,553.76
1236,2022-10-31,15,99.23
1237,2022-10-31,3,400.44
1238,2022-10-31,1,8955.12
1239,2022-11-01,1,92.05
1240,2022-11-01,1,71.8
1241,2022-11-01,6,626.39
1242,2022-11-03,2,667.91
1243,2022-11-03,1,1364.0
1244,2022-11-04,4,92.05
1245,2022-11-04,10,660.66
1246,2022-11-04,7,661.16
1247,2022-11-04,25,780.46
1248,2022-11-04,1,573.18
1249,2022-11-04,4,570.73
1250,2022-11-04,4,557.21
1251,2022-11-04,6,569.72
1252,2022-11-04,2,2481.59
1253,2022-11-04,1,17449.8
1254,2022-11-07,2,103.64
1255,2022-11-07,2,121.8
1256,2022-11-07,2,1401.95
1257,2022-11-07,4,1378.67
1258,2022-11-08,1,467.55
1259,2022-11-08,2,1192.14
1260,2022-11-08,3,4367.5
1261,2022-11-08,11,1123.31
1262,2022-11-08,1,184.0
1263,2022-11-08,1,228.17
1264,2022-11-09,1,546.21
1265,2022-11-09,1,657.83
1266,2022-11-10,1,18.99
1267,2022-11-10,4,1958.05
1268,2022-11-10,2,590.91
1269,2022-11-10,20,1159.11
1270,2022-11-10,1,900.0
1271,2022-11-10,1,426.57
1272,2022-11-10,12,1983.38
1273,2022-11-11,3,742.16
1274,2022-11-11,5,52.43
1275,2022-11-11,3,1018.92
1276,2022-11-11,2,257.4
1277,2022-11-11,2,7895.81
1278,2022-11-14,1,1008.79
1279,2022-11-14,6,590.3
1280,2022-11-15,2,606.03
1281,2022-11-15,5,324.22
1282,2022-11-15,5,492.1
1283,2022-11-15,1,412.17
1284,2022-11-15,1,431.85
1285,2022-11-15,1,438.85
1286,2022-11-15,1,71.93
1287,2022-11-15,1,117.41
1288,2022-11-15,1,27153.66
1289,2022-11-15,2,440.76
1290,2022-11-16,2,950.47
1291,2022-11-16,6,971.25
1292,2022-11-16,6,1455.02
1293,2022-11-16,3,853.72
1294,2022-11-16,1,281.87
1295,2022-11-16,10,1447.53
1296,2022-11-16,1,13722.5
1297,2022-11-17,1,5049.64
1298,2022-11-17,1,769.55
1299,2022-11-17,2,531.01
1300,2022-11-17,1,308.15
1301,2022-11-17,1,958.76
1302,2022-11-18,3,846.26
1303,2022-11-18,3,940.18
1304,2022-11-18,2,571.51
1305,2022-11-18,2,76.8
1306,2022-11-18,2,91.69
1307,2022-11-18,1,124.84
1308,2022-11-18,5,499.93
1309,2022-11-18,5,491.16
1310,2022-11-22,10,340.6
1311,2022-11-22,2,257.4
1312,2022-11-22,8,719.97
1313,2022-11-23,1,1346.9
1314,2022-11-23,2,386.37
1315,2022-11-23,2,505.54
1316,2022-11-23,2,315.84
1317,2022-11-23,4,224.73
1318,2022-11-23,4,3667.93
1319,2022-11-24,1,76.8
1320,2022-11-24,5,8936.55
1321,2022-11-24,1,800.66
1322,2022-11-24,1,738.1
1323,2022-11-24,1,4016.84
1324,2022-11-24,2,665.55
1325,2022-11-24,8,804.98
1326,2022-11-24,4,1398.64
1327,2022-11-25,20,1208.0
1328,2022-11-25,6,2953.67
1329,2022-11-25,6,2756.19
1330,2022-11-25,10,106.37
1331,2022-11-25,2,559.9
1332,2022-11-25,20,1173.99
1333,2022-11-25,1,399.02
1334,2022-11-25,1,723.31
1335,2022-11-28,1,600.41
1336,2022-11-28,1,736.42
1337,2022-11-28,1,595.35
1338,2022-11-29,6,1897.36
1339,2022-11-30,6,1455.02
1340,2022-11-30,1,1772.46
1341,2022-11-30,2,3643.7
1342,2022-11-30,9,1512.12
1343,2022-11-30,1,1472.33
1344,2022-11-30,1,1080.26
1345,2022-11-30,8,655.66
1346,2022-11-30,4,797.02
1347,2022-11-30,8,613.04
1348,2022-11-30,1,1244.62
1349,2022-11-30,10,101.61
1350,2022-12-05,6,678.88
1351,2022-12-05,9,680.47
1352,2022-12-05,1,631.3
1353,2022-12-05,3,75.99
1354,2022-12-05,6,493.29
1355,2022-12-05,1,13688.0
1356,2022-12-05,1,1927.57
1357,2022-12-06,1,830.57
1358,2022-12-06,1,1105.71
1359,2022-12-06,2,340.6
1360,2022-12-07,1,16747.9
1361,2022-12-07,25,995.71
1362,2022-12-07,10,101.61
1363,2022-12-08,4,1590.0
1364,2022-12-08,1,257.4
1365,2022-12-08,20,1159.71
1366,2022-12-08,10,235.95
1367,2022-12-08,3,1385.9
1368,2022-12-08,10,945.13
1369,2022-12-09,4,382.35
1370,2022-12-09,2,806.43
1371,2022-12-09,2,210.03
1372,2022-12-09,1,340.6
1373,2022-12-09,3,257.4
1374,2022-12-09,1,3045.5
1375,2022-12-13,1,462.44
1376,2022-12-13,4,3193.86
1377,2022-12-13,1,593.0
1378,2022-12-13,3,994.58
1379,2022-12-13,6,297.8
1380,2022-12-13,4,168.7
1381,2022-12-13,4,348.97
1382,2022-12-13,1,1079.68
1383,2022-12-14,1,1863.57
1384,2022-12-14,2,1026.6
1385,2022-12-14,4,1469.88
1386,2022-12-15,6,2225.25
1387,2022-12-15,5,4367.5
1388,2022-12-15,2,615.3
1389,2022-12-15,1,2418.73
1390,2022-12-15,5,2280.04
1391,2022-12-16,12,2910.05
1392,2022-12-16,1,352.4
1393,2022-12-19,1,9474.78
1394,2022-12-20,6,1874.33
1395,2022-12-20,2,374.22
1396,2022-12-20,3,411.69
1397,2022-12-20,26,660.66
1398,2022-12-20,10,661.16
1399,2022-12-20,5,497.56
1400,2022-12-20,5,501.42
1401,2022-12-21,10,951.95
1402,2022-12-21,1,1325.07
1403,2022-12-22,16,1648.26
1404,2022-12-22,2,3033.54
1405,2022-12-22,10,380.67
1406,2022-12-22,4,77.48
1407,2022-12-22,1,4349.11
1408,2022-12-22,1,2200.32
1409,2022-12-22,6,1772.92
1410,2022-12-22,2,414.5
1411,2022-12-22,1,773.77
1412,2022-12-23,1,7920.92
1413,2022-12-23,5,1819.18
1414,2022-12-23,3,458.84
1415,2022-12-23,6,1593.5
1416,2022-12-23,3,315.94
1417,2022-12-23,2,860.51
1418,2022-12-23,2,1624.37
1419,2022-12-23,2,1598.51
1420,2022-12-23,2,699.91
1421,2022-12-23,6,609.69
1422,2022-12-23,6,613.91
1423,2022-12-23,3,1585.8
1424,2022-12-23,1,4025.49
1425,2022-12-23,10,1325.34
